animalid,birthdate,animaltype,color,weight,location
61f22f857348c0,02/07/2008,Dog,Blue/White,22.0,Fort Worth
6ab3c3281b40ca,11/17/2016,Dog,Black/Brown Brindle,7.0,Dallas
55ae2630849073,07/11/2014,Dog,Blue/White,49.0,Austin
60db0a127a4c1e,09/06/2007,Dog,Black/White,18.0,Austin
238d8977ea618e,04/10/2011,Cat,Black,7.0,San Antonio
542c79d0772dc5,10/25/2017,Cat,Brown Tabby,7.0,Austin
490e9a2de8e1a4,11/01/2016,Cat,Flame Point,2.0,Fort Worth
dfde9a326ad63a,05/18/2017,Dog,Black/White,9.0,San Antonio
9cb39337e94588,06/08/2015,Dog,Tan/White,35.0,Fort Worth
952ef768cec518,01/27/2012,Dog,Brown/White,48.0,Dallas
caa5a32f17e61b,07/26/2014,Cat,Brown Tabby,2.0,Fort Worth
110d6f4714f1eb,05/02/2014,Cat,Black,2.0,Houston
22b887489e4707,07/28/2009,Dog,Cream,28.0,Austin
43e1a383e3f0a1,07/01/2010,Dog,Tricolor,9.0,Dallas
1a7531c6142cdd,07/17/2004,Dog,Brown,33.0,Dallas
4f685a2835db15,05/29/2010,Dog,Tan/White,16.0,Austin
bbee066ee8cf6c,10/13/2019,Dog,Tan,44.0,Dallas
5bc4486bd3bd78,09/20/2020,Dog,Black/White,36.0,Fort Worth
e863e0678fe9ec,09/20/2013,Dog,White,26.0,Houston
6b4f32d26f293a,02/06/2019,Dog,Chocolate/White,38.0,Austin
eb71c411199c9f,04/21/2019,Cat,Blue Tabby,2.0,Austin
e8058d0d041130,07/23/2015,Dog,Brown/White,49.0,Dallas
3efa879ad32cce,12/19/2016,Dog,Black/Brown,17.0,Austin
1c86ec36058e0e,01/30/2019,Dog,Tricolor,13.0,Dallas
58681be52d2ba8,12/02/2016,Dog,Black,22.0,Austin
f1b549ec84e72c,01/02/2011,Dog,Tan/White,26.0,Austin
105ee012de629c,05/15/2013,Dog,Black/White,25.0,Houston
c2c655d8c28968,10/05/2014,Dog,Fawn/White,11.0,San Antonio
193dedb40417a0,06/20/2020,Cat,Calico/Brown Tabby,7.0,Dallas
5816b2781fd1e9,11/21/2016,Dog,Black/Brown,19.0,San Antonio
dfa9be67fb326a,07/22/2014,Dog,Brown Brindle,35.0,San Antonio
5f68ee6cd82e1c,12/01/2012,Cat,Lynx Point,8.0,Houston
5a8b1b94ee39ba,05/18/2017,Dog,Black/White,28.0,Fort Worth
762984f3dc9312,04/01/2018,Dog,Brown/White,7.0,Austin
5933d868bab7ab,06/01/2012,Dog,Brown,34.0,Austin
529971b2710e93,07/07/2014,Cat,Orange Tabby,7.0,Austin
85f8d69f7d0e45,04/24/2017,Cat,Orange Tabby/White,7.0,San Antonio
443eec2001033e,04/07/2014,Dog,Brown Brindle,47.0,Fort Worth
9db1f8b4e37bdb,05/19/2010,Cat,Cream Tabby/White,2.0,Austin
b74edd6de09251,11/28/2015,Dog,Red/White,6.0,San Antonio
d328d43152acab,03/03/2017,Dog,White/Black,25.0,San Antonio
0c239cc7786fb2,10/15/2010,Dog,Black/White,6.0,San Antonio
940a059fee771f,04/17/2012,Dog,Black,29.0,Austin
84996b0ffeccdd,12/21/2016,Dog,White,33.0,Austin
c1626b0d815c78,11/10/2014,Dog,Brown Brindle,43.0,Houston
17bcbabe65d0d6,02/22/2016,Dog,Black/Brown,18.0,Austin
1695d8070fd366,09/26/2018,Dog,Black/White,40.0,Austin
dda89b5f0dad56,11/08/2009,Dog,Blue/White,26.0,San Antonio
09190518d2b20e,11/26/2019,Cat,Calico,6.0,Fort Worth
305f18f9759f27,09/02/2014,Cat,Black/White,7.0,Dallas
59024b7394bf98,01/11/2016,Cat,Tortie,10.0,Houston
e63f2ac50c8227,06/21/2017,Cat,Brown Tabby,10.0,Houston
4d0c85d0e41b1e,11/14/2014,Dog,White/Tricolor,4.0,San Antonio
166d769e0a5798,04/03/2011,Dog,White/Brown,3.0,Austin
a5bd72fe08cdca,12/29/2014,Dog,Chocolate/White,26.0,San Antonio
a4caf30a00e65c,09/18/2013,Cat,Cream Tabby,5.0,San Antonio
7ab7fd39d8970a,12/23/2017,Dog,Brown Brindle/White,6.0,Fort Worth
cd3061fdcb9b59,04/01/2015,Dog,Tan/White,20.0,Dallas
459de88fff732c,04/12/2014,Cat,Black,8.0,Dallas
8ba2bb97a282dc,05/16/2011,Dog,White/Brown,30.0,Houston
93f81b7792ca2c,08/12/2020,Cat,Orange Tabby,5.0,Dallas
69f1edd6703668,03/27/2010,Cat,Black,8.0,Fort Worth
b230c59c710225,06/05/2015,Dog,Black,30.0,Austin
85b90f8b9f0c38,12/02/2017,Cat,Cream,3.0,Austin
54c46fa9c74229,10/12/2015,Cat,Torbie/Brown Tabby,3.0,Houston
c1105befaf7fdb,09/22/2018,Dog,Cream/Black,29.0,San Antonio
d10125ed35904d,09/01/2019,Cat,Cream Tabby/White,5.0,Austin
97d7adacb2f2b5,02/05/2016,Dog,White/Tan,31.0,San Antonio
a80aa533c3816f,10/07/2010,Dog,Chocolate,5.0,Dallas
877b90ae525e75,04/03/2017,Cat,Black,5.0,Fort Worth
fe83bce966b036,10/30/2010,Dog,Brown/Black,11.0,San Antonio
0f11dc47c3f380,04/26/2014,Cat,Orange Tabby/White,2.0,San Antonio
7dc83d5d79dac1,01/02/2019,Dog,Brown Brindle/White,48.0,Austin
316adca4509c8e,05/04/2017,Cat,Blue/White,4.0,Fort Worth
85b42beb5ad24e,12/11/2016,Dog,White/White,18.0,Fort Worth
2b35ca156f4b8c,09/30/2013,Cat,White/Blue,6.0,Austin
c658ef85639a10,04/16/2016,Cat,Brown Tabby,5.0,Houston
cc1f0c8dc826d6,04/10/2018,Dog,White,40.0,Fort Worth
9575459ee1672b,02/08/2012,Dog,Chocolate,14.0,San Antonio
f774075dafff76,12/30/2008,Dog,Brown/White,12.0,San Antonio
ef69b7f1ef5b7d,10/10/2011,Dog,Red/White,6.0,Dallas
278085455c2cd4,10/14/2010,Dog,Black/Tan,10.0,Austin
fba7f92a965cca,04/25/2018,Dog,Blue/White,22.0,Austin
9fbaa0a8c1a22b,09/30/2019,Cat,Brown Tabby,8.0,Austin
205d0f7441c59a,04/17/2017,Dog,Black/White,34.0,San Antonio
eb6e44b4fb2a89,09/01/2015,Dog,Black,41.0,Houston
cddddfd31f897c,11/11/2005,Cat,Tan/Brown,5.0,Fort Worth
50b026faf99206,10/21/2012,Dog,Brown Merle/White,6.0,Houston
a9bc5d7efb6351,10/24/2013,Dog,Black/White,19.0,Houston
bcb2d660dffe07,05/13/2014,Dog,White,43.0,Fort Worth
b1f13368b61051,09/01/2016,Cat,White,10.0,Dallas
fb14259398128d,06/17/2015,Cat,Brown Tabby/White,5.0,Austin
07b0e7f63eb909,05/08/2014,Cat,Lilac Point,6.0,Houston
73223674da91c9,11/20/2015,Dog,Black/White,49.0,Houston
cbef97f19679d8,03/07/2016,Cat,Black,3.0,Houston
cd71b96184414d,02/25/2011,Dog,Tan,46.0,Austin
53bbb174d4d959,04/10/2014,Dog,Red,12.0,San Antonio
09be4f2fd01f12,12/21/2014,Dog,Brown Brindle,37.0,Austin
34534bbf59ad1c,07/17/2019,Dog,White,13.0,San Antonio
891be43fce1a33,06/19/2014,Cat,Orange Tabby/White,5.0,Austin
10f71788d82560,08/26/2016,Cat,Brown Tabby/White,10.0,Houston
07b42407fd5f08,08/22/2019,Dog,White/Black,8.0,Austin
d1c366e78b3088,09/15/2014,Cat,Calico,8.0,San Antonio
54dfbb968840f7,03/22/2013,Dog,Brown/White,40.0,Houston
ae441dedb83883,08/16/2014,Cat,Brown Tabby,2.0,Fort Worth
8f59015048a556,02/20/2017,Dog,Black/Tan,30.0,Houston
39f16f239b4c38,07/23/2016,Cat,Black Tabby,5.0,San Antonio
1f40ae2f03b021,03/28/2017,Cat,Brown Tabby,3.0,Dallas
74cedb3d7d0794,07/19/2017,Cat,Brown Tabby,10.0,San Antonio
5bca86cbdc3807,06/29/2017,Dog,Tricolor,38.0,Austin
4999ab08ffc9ec,02/28/2012,Dog,Brown/White,8.0,Fort Worth
81e325fb1337df,03/22/2006,Dog,Tan/Black,29.0,San Antonio
fa619bffb3b208,07/06/2013,Dog,Yellow/White,47.0,Fort Worth
80e823ec8dcc3b,07/28/2020,Cat,Black/White,7.0,Austin
6dead67929cc0a,10/31/1997,Dog,Black/Tan,40.0,Austin
40f34ae1dcd8c2,09/24/2015,Dog,Chocolate/Tan,4.0,San Antonio
b9d74c1a7a363e,06/26/2017,Cat,Brown Tabby/White,8.0,San Antonio
ab1cb02a3f3145,02/24/2017,Dog,Blue/White,8.0,Houston
05d26cce5bd41b,03/10/2017,Dog,Black/Brown,3.0,Austin
b9d6e618152c7b,01/04/2015,Dog,Black/White,41.0,Houston
0ebf4cc3d41a6d,07/06/2014,Dog,Black/Black,12.0,Houston
8fabc058d148fd,12/30/2012,Cat,Calico,5.0,Dallas
7a58e644b563a1,07/09/2017,Cat,Brown Tabby,8.0,Dallas
245e73af3d5ca7,05/05/2014,Cat,Brown Tabby,2.0,Austin
371b14d88186ca,11/16/2010,Cat,Orange Tabby,4.0,Fort Worth
5849e2e8e1b223,08/28/2012,Dog,Chocolate/White,10.0,Austin
03d16157aa078a,11/01/2018,Dog,Black/White,33.0,Fort Worth
26c36ad9575da4,08/18/2014,Cat,Orange Tabby/White,4.0,Houston
7c0c3e04e6a4d4,03/20/2016,Cat,Black,2.0,San Antonio
2ab32be70baab8,07/06/2014,Dog,Blue/White,14.0,Austin
20ac27521d6b78,11/17/2020,Dog,Tan/White,47.0,Houston
1c0928de65b693,02/09/2019,Cat,White/Gray Tabby,9.0,Dallas
8dd44c396de1cb,10/31/2017,Dog,Tan/Black,8.0,Houston
94137d93838718,12/18/2015,Dog,White/White,8.0,Houston
8fe80b8f0326ef,04/10/2020,Dog,Tan/White,15.0,Dallas
39bfe3d33a40dc,02/26/2014,Dog,Red,5.0,Dallas
6f24a56d63e4f2,11/18/2019,Dog,Tan,29.0,Houston
67c6b8b2563091,06/24/2018,Cat,Brown Tabby,5.0,San Antonio
f1a76c86eef7fe,05/15/2019,Cat,Blue,2.0,San Antonio
66eefeb4d2a606,11/08/2008,Dog,White/Tan,20.0,Austin
990e4d13701045,05/15/2009,Dog,Black,27.0,Houston
03a7ba10d4a2d7,04/19/2012,Dog,White,40.0,Fort Worth
5f16f118e2d054,07/31/2015,Dog,Tan/Black,18.0,San Antonio
2e2aa3eedd9d62,10/25/2014,Dog,Tan,4.0,Fort Worth
a4314c97e2b2c5,11/14/2011,Dog,Red/Tricolor,16.0,Houston
cb238ea88fb7a5,09/05/2014,Dog,Black,30.0,Austin
951cae9e196f79,05/19/2002,Dog,Black/Tan,36.0,Dallas
786e8cef72e8d0,03/26/2017,Cat,Black/White,9.0,Houston
8b271c273de465,06/14/2017,Dog,Brown,9.0,Houston
f3de00c24336c4,01/29/2018,Dog,Black,14.0,Houston
6e4aa4bfd89a01,02/24/2012,Dog,Blue/White,27.0,Austin
991390f3ae5ce0,06/15/2013,Dog,White/Black,9.0,Houston
7296abd5285a03,01/15/2020,Dog,Brown,19.0,San Antonio
42103b43fff7cc,03/12/2020,Cat,Brown Tabby,10.0,Houston
31556bb6e06fe8,06/11/2013,Cat,Tortie,8.0,Austin
47105fe2df115d,02/22/2017,Dog,Red/White,5.0,Houston
f8593935d86701,05/03/2015,Cat,Black/White,3.0,San Antonio
5c90ddc22dcc0b,01/29/2015,Dog,Brown/White,47.0,Houston
17c41008839a8b,07/03/2015,Dog,White/Blue,46.0,Austin
9e5f31f9fce8df,06/20/2013,Cat,Brown Tabby/White,9.0,San Antonio
a887b32cdaf23f,04/08/2018,Cat,Orange Tabby,4.0,Austin
4e801fbfad0fca,05/19/2014,Dog,White,40.0,Dallas
ade0e59a45adc7,12/01/2017,Cat,Orange Tabby,2.0,San Antonio
e7eb7bea1b64a6,09/03/2007,Cat,Calico,10.0,Austin
6d3a136b2463aa,02/20/2017,Cat,White/Black,9.0,San Antonio
bc01bc66b5f6eb,06/23/2016,Dog,Brown Brindle/White,8.0,Houston
8f9e204a8678f4,07/06/2014,Cat,White/Lynx Point,8.0,Austin
5d05fd05a04b94,03/28/2014,Dog,Tan,42.0,Fort Worth
e0e0d402290b1d,12/30/2013,Cat,Calico,4.0,San Antonio
20e56efe0b1139,06/22/2007,Dog,Tan,33.0,Dallas
aeb59af2902200,02/01/2011,Cat,Brown Tabby/White,3.0,Dallas
37e28a95151cb1,04/30/2015,Cat,Calico,8.0,Houston
c5e89162ae32f9,01/09/2014,Dog,Blue/White,43.0,Fort Worth
7536d1c6b013f5,05/01/2015,Cat,Tortie,7.0,Houston
816195e3c122b8,02/24/2017,Cat,Brown Tabby/White,10.0,Dallas
380a7dc1a05f4a,03/22/2012,Dog,Brown Brindle,34.0,Houston
ef1649fbe7334c,08/17/2013,Cat,Black/White,9.0,Fort Worth
cd4f826ed082b1,04/24/2013,Cat,Orange Tabby,8.0,San Antonio
ce38c928a198aa,05/17/2014,Dog,White/Brown,33.0,Austin
3e42bd8ee9012d,04/02/2008,Dog,White,47.0,San Antonio
727aac68e4b5ae,08/12/2017,Cat,Orange Tabby,9.0,Austin
e633824b455a29,10/10/2015,Dog,Black/White,6.0,Fort Worth
df84592663f4ab,09/14/2017,Dog,Red/White,14.0,San Antonio
3d21a2dd6af2be,04/08/2015,Cat,Blue Point,8.0,Houston
4a7db2c7569221,03/19/2013,Cat,Black/White,2.0,Houston
6bc167e6e451fe,10/14/2012,Dog,Tan/White,35.0,Austin
bec79bd4ded760,06/24/2014,Dog,White,13.0,Dallas
0412d55c47756e,04/02/2015,Cat,Blue/White,9.0,San Antonio
d4261905a2167b,08/16/2020,Cat,Brown Tabby,2.0,Fort Worth
30b6ce6a85ebf7,11/14/2017,Dog,Black/White,24.0,Fort Worth
5c2df425a11db0,07/15/2012,Dog,Red,31.0,Houston
b5ce50f0cb1f51,04/12/2018,Dog,Brown Brindle/White,41.0,Houston
bfb1c8194bfeaf,03/28/2018,Cat,Black/White,5.0,San Antonio
1a243f5609a3b5,08/30/2012,Dog,Gray/White,37.0,Dallas
f85d77c1b855c5,12/06/2016,Dog,Cream,11.0,Dallas
5991e28ae19629,07/13/2015,Dog,Black/Brown,25.0,San Antonio
90730d4152c9fa,12/23/2015,Dog,Brown Merle,6.0,San Antonio
914bb9c08314d9,06/27/2016,Cat,Blue/White,3.0,Houston
308d8a347930f7,03/09/2019,Dog,Tricolor,46.0,Fort Worth
5a94117acb0a03,09/08/2017,Dog,Black/White,40.0,Austin
ffc471ba2f0120,06/24/2018,Dog,Brown/White,8.0,Houston
db459351dc51cf,02/17/2009,Dog,Black,15.0,Austin
811fc361a81ec9,10/05/2010,Dog,Tan,24.0,Fort Worth
7a9a79339236b4,04/10/2013,Cat,Black/White,4.0,Dallas
a1408cc44cc111,05/05/2019,Cat,Black,4.0,Fort Worth
981c0d240228d6,04/25/2014,Cat,Blue,9.0,Austin
fe15264492c487,10/20/2012,Dog,Black/White,39.0,Austin
4b34d694e3296e,10/10/2013,Dog,Tan/White,49.0,Houston
4a41da8e79ca11,02/09/2014,Dog,Black/Brown,38.0,Austin
edf9c6c2abbf11,04/18/2017,Dog,Blue Tick,14.0,San Antonio
5e0e1f5677b5c1,12/08/2017,Dog,Chocolate/White,36.0,San Antonio
e9429c361ade65,03/29/2011,Dog,Red/White,20.0,Fort Worth
0f9fba13fb7e41,12/16/2015,Dog,Cream/White,48.0,Houston
67a6e6d0042b7e,01/03/2016,Cat,Silver Tabby/White,4.0,Houston
6478db8c4c408b,06/30/2013,Dog,Chocolate,21.0,Austin
a417542b62429b,02/19/2014,Cat,Black,3.0,Dallas
09f773a75f054c,03/26/2015,Dog,White,25.0,Houston
610bbda9ca9ffc,01/28/2007,Dog,Gray/White,31.0,Austin
3fb783a0d58e46,01/23/2010,Dog,Tan,47.0,Houston
24b33137f45d54,09/27/2015,Dog,Black/Brown,47.0,San Antonio
d4efeaba107b27,04/01/2015,Cat,Calico/Black,4.0,San Antonio
3cd57488b56158,03/22/2012,Cat,Blue/White,4.0,San Antonio
6fdb5c1b671ac7,12/20/2014,Dog,Tan/White,20.0,Austin
fc1296875f3989,04/25/2012,Dog,Tan/White,33.0,San Antonio
703ddae2b4d11f,10/10/2018,Dog,Tricolor,29.0,Austin
34396b32c27a15,07/10/2019,Dog,Brown/White,20.0,Houston
342a9f45a0b560,10/01/2015,Dog,Brown/Black,17.0,San Antonio
d5eb9e808893d8,08/09/2020,Dog,Brown/Black,12.0,Dallas
164a5e22c19447,09/15/2019,Dog,Brown,10.0,San Antonio
3267a3eacab68c,03/08/2017,Dog,Black Brindle/Brown,15.0,Austin
bc7065a16d2981,04/21/2012,Dog,Red/White,45.0,Houston
ffa2cc6bb0930c,03/15/2014,Cat,Blue,5.0,Houston
11a94c463fb70a,07/01/2014,Dog,Black,46.0,Austin
38a49ef8f7e9a5,09/14/2009,Dog,Black/Tan,20.0,Fort Worth
a83aa3bf3c4413,05/20/2015,Dog,Black/Brown,24.0,Dallas
ef8816b7cfe410,11/01/2012,Dog,Black/White,16.0,Austin
ae2eee8f8ba480,10/06/2013,Dog,White/Black,49.0,San Antonio
b722f98cd90a30,08/31/2015,Cat,Orange Tabby,5.0,Houston
bae10e27530349,01/09/2017,Dog,Black/Tricolor,5.0,Fort Worth
f9b0082ddd8e0a,06/17/2007,Dog,Buff/White,35.0,Austin
446cd76a8bc37b,10/12/2009,Cat,Torbie,5.0,Fort Worth
d0f722e3d1638d,06/04/2017,Cat,Torbie,8.0,Fort Worth
55518b04767f7e,03/28/2017,Dog,Tan,4.0,Fort Worth
f96b7d65e0ff4c,02/27/2019,Dog,Chocolate/White,32.0,Dallas
f0bcfd71169e63,05/09/2017,Cat,White/Brown Tabby,10.0,Dallas
aefd09cee20108,01/19/2017,Dog,White/Black,20.0,Dallas
da0b0ade7aeb1a,04/18/2016,Cat,Brown Tabby,8.0,Dallas
e6c71efd166cc7,05/02/2014,Cat,Black,10.0,Houston
907a00abb8e9b1,05/13/2016,Dog,Tan,18.0,Dallas
00cec0081490c8,08/05/2015,Cat,Black,9.0,Austin
d19d09ccd5444d,06/20/2008,Dog,White/Tan,38.0,Fort Worth
8c6186590ba950,01/16/2017,Dog,Black,49.0,Austin
d821b9811b641c,04/15/2015,Cat,Orange Tabby,2.0,Austin
b6a7b2941d30cb,06/14/2010,Dog,Black,4.0,Dallas
fec0e9c96a4a0a,02/15/2015,Cat,Brown Tabby/White,5.0,Dallas
1811f4e027de10,06/14/2018,Cat,Gray Tabby,5.0,Fort Worth
694ed4732d5cd7,08/14/2012,Dog,Black/White,4.0,Austin
880657b18b9805,10/18/2014,Cat,Black/White,2.0,San Antonio
9908dd9123dc54,05/07/2014,Dog,White/Black,6.0,Dallas
9a164a115b92fc,04/21/2007,Dog,Blue,40.0,Austin
4b51c85bc85f9b,07/14/2014,Dog,Black/White,4.0,Dallas
b2af23bc653f20,09/27/2016,Cat,Blue Tabby,4.0,Fort Worth
895ee4603b821d,02/02/2006,Dog,Tan/White,15.0,Dallas
9904e1cbdcea4f,09/25/2013,Dog,Tan,29.0,Austin
212791c87a03f6,02/05/2014,Dog,Fawn/White,45.0,San Antonio
b153fa75312e2b,06/30/2017,Cat,Blue Tabby,2.0,Houston
463637559cc1e1,05/31/2010,Dog,Chocolate,21.0,Houston
8646b240ce3d47,04/02/2012,Dog,Red/White,48.0,Austin
032f23f3e7c3ef,09/28/2017,Dog,Black/White,43.0,Houston
b473ad26a0d2f0,04/03/2015,Cat,Black,2.0,Austin
a4e9de187ad4d8,01/02/2008,Dog,White/Black,42.0,Austin
e4855dd9d64f6d,01/21/2013,Dog,Tan/White,31.0,San Antonio
fb702ff16f7547,03/17/2017,Cat,Flame Point,5.0,Austin
c590cd0a112bfd,02/17/2012,Dog,Black/Tan,40.0,Fort Worth
da19288a2e301f,09/03/2017,Dog,Black/Brown,41.0,Austin
ca7a5f129bf5d1,12/24/2016,Dog,Red/White,45.0,Houston
0017d8685c04d5,09/09/2020,Cat,Brown Tabby,8.0,Houston
42f368923e1a06,03/01/2013,Dog,Tan/White,30.0,Austin
144eae6df5a8a9,03/06/2014,Cat,Black/White,7.0,Houston
51c3dc9de7fafd,11/05/2015,Cat,Brown Tabby,6.0,Fort Worth
022a91e61436fe,05/12/2002,Dog,Cream,10.0,San Antonio
5b487d4305a617,04/12/2019,Dog,Black/White,28.0,Dallas
d626045c4305f7,04/04/2015,Dog,Black/White,7.0,Dallas
f33dfa3ac9a160,01/01/2014,Dog,Black/White,5.0,Austin
a11398927dc15a,05/12/2015,Cat,Tortie Point,9.0,Dallas
875607a0f7d71a,04/21/2014,Dog,Tricolor,23.0,Austin
7f72a9731be03e,07/29/2013,Cat,Brown Tabby,8.0,Austin
4249c17c14f3af,11/10/2016,Cat,Brown Tabby/White,8.0,San Antonio
5139974f100176,12/26/2013,Dog,Blue/White,40.0,Dallas
456734aa3a3d1c,03/12/2010,Dog,Brown,15.0,Houston
f8d288ecb95aed,05/21/2017,Cat,Black/White,2.0,Austin
40e3783d82f6a2,08/19/2015,Dog,Brown,23.0,Houston
9763181d2fd907,03/04/2012,Dog,Black/Brown,8.0,Dallas
4f8a653da26c59,05/24/2018,Bird,White,0.83,Fort Worth
34dbf843f5a1d3,09/11/2018,Cat,Brown Tabby,4.0,San Antonio
c82516c8a25783,06/18/2017,Dog,White/Brown,22.0,Fort Worth
7558bd0ed4ba9b,10/20/2009,Dog,Tan/White,36.0,Dallas
6b028c54becf51,03/04/2018,Dog,Black,38.0,Austin
8a1254ada40605,05/21/2017,Dog,Black/White,6.0,San Antonio
37ed7e876b94e3,05/19/2013,Cat,Orange Tabby,4.0,Houston
28a1663e2a1feb,06/09/2019,Cat,White/Buff,5.0,Houston
7c2d9708a40f87,09/15/2016,Dog,Tan/White,9.0,Houston
3deef3ea28480b,04/20/2016,Dog,White/Brown Brindle,33.0,San Antonio
1cc0e1689a2c0f,06/20/2006,Dog,Black/Tan,33.0,Austin
29238db2d703f1,11/10/2016,Cat,Brown Tabby/White,4.0,Dallas
9d516ad40bfe17,02/02/2013,Dog,Chocolate/White,24.0,Austin
e6d40fb7de6b19,01/29/2014,Cat,Tortie,9.0,Dallas
cd936875b689ae,04/21/2019,Dog,Black/Black,5.0,San Antonio
559b08e177ae07,01/24/2015,Cat,Blue Tabby,9.0,Austin
dc70f145247841,07/25/2017,Dog,Tan,47.0,San Antonio
dc3d8e096a9969,08/30/2014,Cat,Brown Tabby,8.0,Fort Worth
183e954fe3bd13,04/20/2012,Dog,Black,11.0,Fort Worth
ca4920252d1a74,04/08/2016,Dog,White/Tan,42.0,Fort Worth
7d32be1c8fd244,02/12/2017,Dog,Black/White,49.0,Austin
3fda1914aaf342,01/24/2008,Dog,White,24.0,Houston
f208f07a64e692,04/12/2012,Dog,Brown/Black,11.0,Dallas
aa8cdeeb9d7183,08/29/2013,Dog,Red Tick/Brown Merle,29.0,Austin
8541e62c3c5e53,03/31/2015,Dog,Tricolor,37.0,Houston
d4a728574f1265,09/02/2016,Cat,Black,5.0,Houston
375feaaa656c99,03/21/2014,Dog,Yellow/White,22.0,Dallas
841a2752818c08,04/09/2012,Dog,Black/White,21.0,Austin
5d15598c567c17,06/14/2013,Dog,Brown,5.0,Houston
25a9b49353feef,08/05/2019,Dog,Tricolor,7.0,Fort Worth
471ca051a46f45,06/20/2012,Dog,Brown/White,29.0,Austin
423043bf8b7781,10/05/2010,Dog,Red,4.0,San Antonio
8dc3bd8e448c00,07/23/2012,Dog,Blue Merle,32.0,Fort Worth
db167a00018db8,03/24/2010,Dog,Buff,34.0,San Antonio
047ed6cf776ae1,12/14/2016,Dog,Gray,5.0,San Antonio
9f78d2d5fe673b,03/17/2012,Dog,White/Black,23.0,Fort Worth
62fc1f1d154e18,06/21/2012,Dog,Brown Brindle/White,30.0,Dallas
40bcb477f47487,09/18/2018,Dog,Black/White,12.0,San Antonio
65988d7b2c6a76,08/28/2014,Cat,Orange Tabby/White,7.0,Austin
373060fee1fe6a,04/19/2013,Dog,Tan/White,23.0,Houston
17c67304ec8a7e,06/09/2019,Dog,Brown/White,31.0,San Antonio
d66e81158cff75,09/03/2013,Dog,White/Tan,10.0,Austin
9e1f35264081b1,05/06/2013,Dog,Black,19.0,Austin
2462ac78c954af,06/16/2013,Dog,Tan,37.0,Fort Worth
c6a9e77ffec189,01/12/2018,Dog,Black/White,7.0,Houston
84fa4d73e86d72,09/16/2009,Dog,Tricolor,4.0,Fort Worth
241f7b5fd59273,07/28/2015,Cat,Blue Tabby/White,2.0,Dallas
2f77b6d27b9e73,02/01/2013,Dog,Black/White,14.0,Austin
57878ead816a3b,11/08/2015,Dog,White/Tan,26.0,Austin
5e36958f8db9cc,03/03/2013,Cat,Orange Tabby/White,4.0,Houston
e44995d4323b6b,11/23/2016,Dog,Black/White,15.0,Dallas
627f9fdb86731a,04/18/2016,Cat,Calico,5.0,San Antonio
eafd0878f0002f,02/14/2015,Dog,Brown,34.0,Fort Worth
9b57050f72c0ed,03/14/2000,Dog,Yellow,26.0,Dallas
027ae2031349f7,06/01/2015,Cat,Blue Tabby,4.0,Fort Worth
58e1734e7599f3,06/01/2013,Dog,White/Buff,13.0,San Antonio
ce53c20ce65166,07/01/2016,Dog,White,31.0,San Antonio
d02b18f31c1a83,09/29/2018,Dog,Black/White,14.0,Austin
2570da6a7e39fb,09/18/2018,Cat,Brown Tabby/White,3.0,Fort Worth
8aa42d9c646017,11/20/2013,Dog,Liver,38.0,Houston
ed6c06bc08989a,04/19/2013,Dog,Black/White,27.0,Austin
95c75fc1bd9a3b,04/15/2010,Dog,Tan/White,28.0,San Antonio
372db6f43ac2f1,02/03/2013,Cat,Blue,4.0,Fort Worth
10c4eb8caf9545,08/21/2013,Cat,Brown Tabby,6.0,Dallas
f674a9f6b314f0,06/01/2019,Dog,Brown Brindle/White,44.0,Houston
792f9763900691,04/21/2011,Cat,Orange Tabby,9.0,Fort Worth
a2d844f152513d,08/13/2014,Dog,White/Brown,39.0,Austin
fab143f4fe43a1,05/02/2014,Dog,Brown/White,14.0,Austin
59e8e880cebacf,06/24/2014,Cat,Tortie,6.0,Houston
2f13f895af346b,08/31/2018,Cat,Torbie/White,8.0,Austin
a8fea7b7dc8626,11/13/2006,Dog,White/Brown,21.0,Dallas
0c3b15ae7b91f7,02/25/2014,Cat,Blue,3.0,Houston
7f3457a68f8a82,08/29/2017,Dog,White/Tan,35.0,Dallas
0a2143ab4eff16,11/22/2016,Dog,White,46.0,Austin
c6d89910717833,07/29/2014,Dog,Black,43.0,Houston
92e64e9d9bd92f,07/28/2019,Cat,Brown Tabby,9.0,Fort Worth
9b70c1b7d5c9b5,03/23/2018,Dog,White/Tan,28.0,Houston
479343641e87dd,04/19/2017,Cat,Brown Tabby/White,9.0,Houston
8d46c7a441f387,03/11/2013,Dog,Yellow/White,32.0,San Antonio
72452a7e736fe9,08/09/2017,Cat,Black,7.0,San Antonio
e14498508bfc5a,09/06/2009,Dog,White/Black,31.0,Houston
3e6f585d963cdd,06/05/2016,Dog,Chocolate,44.0,Dallas
217150ce5a849a,04/02/2017,Dog,Black/Tan,40.0,Dallas
e1f61d380d3e85,09/19/2004,Dog,White/Tan,28.0,San Antonio
52735d2d0e2406,04/24/2014,Dog,White/Black,8.0,Austin
ade89bdfe509f5,09/09/2019,Cat,Black/White,10.0,Fort Worth
e43cdc901c6d39,03/12/2010,Dog,Tan,9.0,San Antonio
f3a3fc885997ef,02/08/2015,Dog,Black,21.0,Fort Worth
ecd5e72933d533,06/12/2019,Cat,Cream Tabby/White,9.0,Dallas
c0221589763b1e,02/06/2015,Cat,Tortie,8.0,San Antonio
