sponsorid,id,Birthdate,Outcome,OutcomeSubtype,AnimalType,Color,Weight,Location
c567cfcd705c,de3932caab9685,09/21/2016,Adoption,,Cat,Orange Tabby/White,6.0,Fort Worth
7637b025f470,1c2f7f22fe797a,09/10/2013,Adoption,,Cat,Brown Tabby,7.0,Houston
5f4009e186a3,32d9856177a74d,03/25/2016,Died,In Foster,Cat,Black/White,10.0,Houston
ebf6b6990781,514540b9dbbf72,01/18/2016,Transfer,Partner,Dog,Black/Tan,14.0,Austin
424e55331416,11642b1c00fd8e,10/26/2013,Adoption,Foster,Dog,White,3.0,Houston
92fe0166e081,bca02d8c9eb090,11/12/2014,Adoption,,Dog,White/Black,31.0,Houston
8a4c2961624d,71379c51c03b02,09/29/2019,Adoption,,Dog,White/Black,14.0,Austin
6d2875a3cc3d,3ada8fe81c6420,05/01/2016,Transfer,Partner,Dog,Brown/Black,46.0,San Antonio
b14cce30a81c,de56599e0caaaf,05/12/2017,Return to Owner,,Dog,Brown Brindle/White,12.0,Houston
81d4fd45a1ae,c67364d542597c,09/16/2017,Adoption,,Dog,White,8.0,Houston
ce6ebaa46275,f6457be30a254f,11/20/2012,Return to Owner,,Dog,Black/White,21.0,Dallas
e0cce43b5cd1,340e6146791f0e,04/18/2019,Adoption,,Dog,Black,30.0,San Antonio
3df851215846,7951bb21080b60,08/24/2014,Transfer,Partner,Cat,Black/White,2.0,Austin
dc46820497cb,1485e803df1c08,07/13/2015,Adoption,,Cat,Black,4.0,Dallas
007dfcaf41e7,5172f180d856a8,01/12/2012,Transfer,Partner,Dog,White/Brown,17.0,Fort Worth
fb19bfac12b2,23167a00a66d65,01/03/2016,Transfer,SCRP,Cat,Silver Tabby/White,6.0,Dallas
ad37a2554854,98582eff91274b,11/11/2007,Adoption,,Dog,Tan/White,26.0,San Antonio
e533036fde78,a2de64aa0385f4,01/31/2016,Return to Owner,,Dog,Brown/White,46.0,Dallas
08e6bdc0526f,88300b5d2e90d0,08/05/2015,Return to Owner,,Dog,Tricolor,14.0,San Antonio
44d45907bc6b,8d3cdbf6d1b90d,02/26/2017,Adoption,,Dog,Tan/White,25.0,Fort Worth
2af87a420365,a9283ca3d05deb,10/29/2018,Adoption,,Dog,Tan,21.0,Austin
242645278ae9,1333f1fb6c19d7,10/08/2012,Adoption,,Dog,Tricolor,42.0,Austin
dbd892529abb,5500570793fe4d,05/03/2019,Adoption,,Cat,Blue,10.0,San Antonio
953baa616ea5,79ebc17acd2cd0,04/11/2014,Transfer,Partner,Cat,Brown Tabby,8.0,Houston
797f0fecc640,578657dfa7b4d4,03/31/2017,Adoption,,Dog,Black/White,32.0,Austin
5cbb299289e5,f9fd7c7e96d5b4,04/25/2018,Return to Owner,,Dog,Tricolor,44.0,Houston
16ca5ee87c77,b65c7dbab5b617,01/02/2019,Transfer,Partner,Dog,White,21.0,Houston
a94219892d4b,71f2eb0c54846c,04/11/2016,Adoption,Foster,Cat,Orange Tabby,6.0,Houston
55aa3bc463bb,0d4f750e63979f,05/14/2019,Return to Owner,,Cat,Cream Tabby,9.0,Dallas
a96348f29ca7,08b96224d54ae9,06/23/2015,Adoption,,Dog,Black/Brown,33.0,Austin
a493a8ac32e2,39fd8c16f2d9ae,01/21/2017,Return to Owner,,Dog,Buff,49.0,Austin
b092e0114317,7da0bc243b9fa8,03/15/2016,Adoption,,Dog,White/Black,37.0,Dallas
f9cea7527691,1c4d823fdad152,12/07/2004,Transfer,Partner,Dog,Chocolate/Tan,34.0,Houston
e600185db8fe,581f7141347fa0,04/30/2020,Adoption,,Cat,Black,7.0,San Antonio
29fce6bbfc01,d36a0438226d6b,07/10/2014,Adoption,,Dog,Brown Brindle/White,38.0,San Antonio
03027fbeedf4,8395cfecc52938,02/20/2019,Adoption,,Dog,Red/White,30.0,San Antonio
f492e6e15416,49963c2964d8a4,04/01/2018,Transfer,Partner,Cat,Tortie,2.0,Fort Worth
9c64da2a984a,8001273d6f08ca,03/20/2016,Transfer,Partner,Dog,Black/Tan,48.0,Houston
c1bfa1cb7671,962a10c8e8b798,10/15/2019,Adoption,,Dog,Black/Brown,12.0,Fort Worth
f6e3385bba51,aa265061c8a54f,05/28/2011,Adoption,,Dog,Tricolor,8.0,San Antonio
f763a99fc6f3,0106d877271252,10/25/2008,Return to Owner,,Cat,Orange Tabby,4.0,Dallas
0cc515fdee95,3196935f952340,03/29/2015,Return to Owner,,Dog,Buff/White,11.0,Houston
3b833264b818,5e28338467cc17,09/13/2015,Adoption,Foster,Cat,Black,4.0,Dallas
5b3c729a11d0,5303ee72e3be5d,11/29/2017,Adoption,,Dog,Black,6.0,Houston
47cf64916490,fa512d551b0738,03/14/2017,Return to Owner,,Dog,Gray,38.0,San Antonio
18fb760bcc43,1433f448d09bec,01/23/2007,Transfer,Partner,Cat,Black/White,7.0,Austin
b89c803014b0,ff38f3f065b03b,12/18/2015,Adoption,,Dog,White/White,8.0,Houston
97387b98f4aa,8cd86b7f55430f,04/01/2006,Adoption,,Cat,Seal Point,9.0,Houston
2ec3a537dccb,f06468e8922409,01/13/2009,Return to Owner,,Dog,Brown Brindle/White,22.0,Fort Worth
d2b492c5caf9,f93e8da8061636,05/01/2017,Transfer,Partner,Cat,Black,6.0,Houston
ee30d6a88f78,13e28229e50505,01/09/2013,Adoption,,Dog,Brown/White,47.0,Austin
8424354e3b01,3ff56e441f629e,05/02/2015,Transfer,Partner,Cat,Orange Tabby,2.0,Houston
38946803e2f1,0361f0338a2041,08/11/2009,Adoption,,Dog,White,42.0,Austin
a224d7c1a288,9c0dd5e306395b,01/31/2013,Transfer,Partner,Cat,Black,6.0,Dallas
15a89304719f,ee6adf3eb4503a,05/19/2017,Adoption,,Cat,Blue Tabby,2.0,Austin
91ea6263aac4,b4e4eefcba162c,02/01/2013,Adoption,Foster,Dog,Black/White,14.0,Austin
dddc42bcf1fb,6ecc483db362c3,02/14/2018,Adoption,Foster,Dog,Black/White,40.0,San Antonio
28e0e4a7156b,476fefaf2832ea,04/06/2017,Adoption,,Dog,Black/White,3.0,Austin
c6286debc9c2,6f39660732bce0,03/06/2012,Adoption,,Cat,Blue,9.0,Houston
13b7e74da460,c10a263d6efb41,05/04/2007,Adoption,,Dog,White/Black,17.0,Dallas
548dd0ec1d1e,ca3fb01b1fd06d,06/24/2015,Adoption,Foster,Dog,Brown Brindle/White,18.0,Houston
0d0e1bb84813,6d083ff58331a8,08/12/2010,Adoption,,Dog,Brown,16.0,Houston
b2d96609d2aa,1e8a58ac945808,06/17/2015,Adoption,,Dog,Brown Brindle,25.0,San Antonio
8fc9aacdd787,46da9c123aa81a,12/24/2014,Return to Owner,,Dog,Brown Brindle/White,19.0,Dallas
e1ed5c85408e,92ebf332a4d087,03/04/2015,Adoption,,Cat,Brown Tabby/White,9.0,Fort Worth
6f4bc54a63d6,ff5991e10803a6,05/23/2014,Adoption,Foster,Dog,Tan,24.0,Fort Worth
16a658bafab1,26a069d0ea053f,08/29/2018,Transfer,Partner,Cat,White/Black,7.0,Austin
2ae7a33bf8f1,c080aac49c6862,04/21/2015,Adoption,,Dog,Tricolor,30.0,Fort Worth
8582597e56a3,253112ffc24738,03/23/2009,Adoption,,Dog,Black/White,12.0,Houston
d9d72622cbe8,4902c86a816e28,01/31/2019,Adoption,,Dog,Tan/Black,43.0,San Antonio
aa45d82e99dd,aba46442af6606,04/13/2019,Transfer,Partner,Dog,Black/White,26.0,Houston
4e2708cd3a38,0f713798522fdf,01/03/2017,Transfer,Partner,Dog,White,31.0,Austin
71aff16e67a3,ff79f761c5caa1,03/10/2020,Transfer,Snr,Cat,Gray,3.0,San Antonio
40fdee88037f,5eb9f16458712b,08/09/2011,Adoption,,Dog,Black/White,4.0,Austin
648c6eab3427,37324a09410fe9,05/28/2006,Return to Owner,,Dog,Tan/White,35.0,Dallas
70e6e9160e07,d1de924e50b8ee,10/06/2013,Transfer,Partner,Dog,Black/White,34.0,Houston
49d6dedb3b45,1253c846c9f20f,05/01/2017,Adoption,,Cat,Torbie,6.0,San Antonio
80c8311040b0,d1ffa0de05705b,03/20/2019,Adoption,,Cat,Black/White,7.0,San Antonio
61edc54f53eb,a14acf70eee060,02/06/2009,Return to Owner,,Dog,Tricolor,30.0,Austin
86bad0e76056,043f4de456ecfd,10/23/2010,Return to Owner,,Dog,Brown/White,29.0,Dallas
f43852659f74,38626371789adb,06/08/2016,Return to Owner,,Dog,White,26.0,Austin
7089b70ed752,6e8f133555248e,11/21/2013,Transfer,SCRP,Cat,Black/White,7.0,Houston
d0ac5b0bdabf,dd08793c55942b,09/23/2015,Transfer,Partner,Dog,White/Tan,48.0,Houston
5e69123d846c,24ead3214ca0e1,06/30/2008,Transfer,Partner,Dog,Tan,22.0,Dallas
4d5214a34287,c97a29943c12af,04/09/2019,Transfer,Snr,Cat,Black/White,7.0,Austin
46f8c9dc76c7,22c08edc5f727c,05/21/2014,Transfer,Partner,Cat,Torbie/White,3.0,Fort Worth
d6c51102d79e,eedb2a61c4b722,07/05/2016,Return to Owner,,Dog,Tan/Black,37.0,Austin
7a4b2756d8bb,045b52c0c6b58a,05/11/2005,Adoption,,Dog,White/Brown,11.0,San Antonio
7309049b30a3,7615c5b997f930,09/28/2001,Transfer,Partner,Cat,Brown Tabby,9.0,San Antonio
3c0a4329a8af,33f7a8c7b5c629,02/27/2011,Return to Owner,,Dog,Black,34.0,San Antonio
214df8b55dd1,87b967723646d9,04/06/2018,Adoption,,Cat,Black,6.0,Houston
7f9f965e546f,2f9f465fb831a2,09/24/2010,Adoption,,Cat,Blue/White,2.0,Fort Worth
736b0953f453,ae4120e59d9a52,04/17/2014,Transfer,Partner,Dog,Tan/White,10.0,Houston
39c4d162c978,4c00b4f88cb7b9,12/09/2017,Transfer,Partner,Dog,Brown/White,28.0,Fort Worth
f9ea89ae0cf4,87cd42dbf67491,10/26/2008,Transfer,Partner,Dog,Tan/Black,49.0,Fort Worth
5f45f0335886,bdf9babd417b96,12/02/2013,Return to Owner,,Dog,Tan,36.0,Houston
b35bbcb357f2,301ae2bc076cf8,11/10/2007,Adoption,,Dog,Brown/Black,4.0,Dallas
d90337d02ed2,41f60b060289a8,04/06/2018,Transfer,Partner,Cat,Calico,8.0,San Antonio
89bf4a6f8d94,83efea2718ce09,04/18/2015,Adoption,Foster,Cat,Orange Tabby/White,4.0,Austin
322cd961ddca,603af50658f92c,10/13/2018,Adoption,,Dog,Brown,41.0,Houston
1643452e938e,539227da41c635,01/14/2012,Return to Owner,,Dog,Cream,36.0,San Antonio
ead66adc6998,841e73de9032ea,04/25/2017,Adoption,,Cat,Orange Tabby/White,6.0,Austin
37b3955f01c1,c5bd846193ffbd,07/23/2019,Adoption,Foster,Cat,Black,4.0,San Antonio
2e518609d999,66c95acffbf397,07/14/2018,Adoption,Foster,Cat,Brown Tabby,9.0,San Antonio
b1dd962744f3,1ce9459c0a3f22,10/24/2013,Adoption,,Cat,Orange Tabby,4.0,Austin
2b1bac6c78b2,b58979f518cfb4,08/28/2015,Return to Owner,,Cat,Black,2.0,San Antonio
a2f47d58fc04,50afaee0c7c7ed,12/26/2018,Transfer,Partner,Dog,Brown Brindle/White,14.0,Dallas
38b728118859,53ff673c4deb58,05/31/2012,Euthanasia,Suffering,Cat,Blue Tabby/Black,5.0,Dallas
0802df86cec2,ca7076b39bf1c1,08/19/2014,Adoption,,Cat,Brown Tabby/White,7.0,Fort Worth
ab075d4b6652,80dcc5333c75a1,01/08/2014,Return to Owner,,Dog,Black/White,13.0,Fort Worth
657c699aa88d,6524e9d4508f80,03/12/2019,Transfer,Partner,Cat,Black,2.0,Houston
241ef6b56b4a,b278d967e762ce,10/19/2017,Adoption,,Dog,Blue/White,25.0,San Antonio
0f322ef99711,436ef87ea7a66f,01/10/2015,Adoption,Foster,Cat,White/Brown Tabby,9.0,San Antonio
f8e76e2ced6e,89ddf428d7be73,05/19/2015,Adoption,,Dog,Brown,45.0,Fort Worth
d667a34782ab,d5871934bb31f2,08/28/2020,Adoption,Foster,Dog,Tan/White,28.0,Austin
b90f389d0230,d028538c870d3d,11/03/2014,Return to Owner,,Dog,Tricolor,23.0,San Antonio
e8ca763996c9,4dec2c8a97f764,12/23/2016,Adoption,,Dog,Black/White,37.0,Austin
7b65334d7f5a,b044af4117df05,01/18/2018,Adoption,,Dog,Blue Tick,45.0,Austin
08335354f6a6,26be47b7a01ad4,04/03/2010,Adoption,,Dog,Black/White,26.0,Dallas
d86267ab3ad0,96bd5ee94ea594,07/11/2016,Adoption,,Cat,Brown Tabby/White,5.0,San Antonio
8b6709a2f0ff,2ead00aa2a1100,01/08/2011,Adoption,,Dog,Tan/White,46.0,Fort Worth
1dbdfa8e5e03,d7ff52945779f4,12/09/2016,Transfer,Partner,Dog,Tricolor,32.0,Fort Worth
826c4e37ec5d,d8e413ff250fde,04/16/2015,Adoption,,Cat,Brown Tabby,9.0,Fort Worth
f35160c051c5,9530dbe1473925,05/10/2005,Adoption,,Cat,Flame Point,3.0,San Antonio
fc7b8783373e,d6f44c67fd4b57,05/14/2018,Transfer,Partner,Cat,Black,7.0,Houston
bdb120e42da2,809b337b9859a3,10/27/2008,Transfer,Partner,Dog,White,8.0,Houston
216f6bb8894f,4b0d515b441514,04/17/2018,Transfer,Partner,Cat,Black,3.0,San Antonio
c06f28c9dfd9,67d8642c3033e1,12/29/2012,Transfer,Partner,Dog,White/Brown,37.0,San Antonio
bc9fa65110ca,f66798f47daaad,08/13/2018,Transfer,Partner,Cat,Black,6.0,Austin
1e0df0ab7194,be744f2f8a6196,06/17/2020,Transfer,Partner,Cat,Brown Tabby,7.0,Fort Worth
ab77fe8faa24,711f21faa7aeac,05/08/2016,Transfer,Partner,Cat,Black,2.0,Austin
aa8fc66cd30c,5a62c32a3fe933,07/04/2015,Transfer,Partner,Dog,Black Brindle,5.0,Dallas
6b788c693cba,efef548ce13814,10/18/2010,Return to Owner,,Cat,Black/White,6.0,Austin
989fbcd668c5,b6e10c5bec2e5a,04/23/2014,Adoption,,Cat,Tortie,10.0,San Antonio
11650d06cca2,2a83438eb5063f,04/01/2018,Adoption,,Dog,Black,3.0,Fort Worth
1ba9bd7a1879,4bc88777ade9c1,04/11/2017,Adoption,Foster,Cat,Calico,9.0,Fort Worth
5bf297dd990d,682b6347546f3b,02/23/2015,Adoption,,Dog,Brown/Black,30.0,Austin
2d25db2a194c,8a2ade31b9dd71,02/02/2015,Adoption,,Cat,Brown Tabby/White,3.0,San Antonio
c3d061e061e4,312e55758bcd3d,02/09/2016,Adoption,,Dog,Brown/White,43.0,Houston
f35505fc00b7,d413cd25efd29e,09/07/2015,Adoption,,Cat,Brown Tabby,10.0,Austin
4c558e4f1803,0f6b93646a0850,10/16/2008,Adoption,,Dog,White/Orange,33.0,Dallas
46cacd9904a9,cb43bc2f555ef9,05/02/2014,Adoption,,Cat,Black,5.0,San Antonio
6dc375453dac,1fc28a870439a2,10/09/2013,Euthanasia,Aggressive,Dog,Red/White,18.0,Houston
c7df95af8d43,d44c4df6ccb850,01/19/2011,Transfer,Partner,Cat,White/Black,7.0,San Antonio
5e8f70a832a2,7219f94fa6207f,09/03/2015,Return to Owner,,Dog,Blue Cream/White,36.0,Houston
96985c7a24bd,b6d75eee67c3a8,08/06/2018,Transfer,Partner,Dog,White,48.0,Houston
38666d976263,db2d2546253312,03/21/2014,Return to Owner,,Dog,Brown/Black,17.0,Houston
7d5d8a40d886,4a7c11d9124e51,07/02/2019,Rto-Adopt,,Dog,Brown Brindle,49.0,Austin
faefa96e9a5b,70c620be69a1a4,05/07/2015,Transfer,Partner,Cat,Calico,9.0,Dallas
196804e3eb3f,6cc846711773c6,01/25/2008,Euthanasia,Aggressive,Dog,Red,5.0,Austin
1085ff8762d5,2bd43dd2d56b63,11/25/2020,Adoption,,Dog,Tan/Brown,49.0,Houston
4577ab03f25f,b7df671e0f5114,11/16/2015,Adoption,,Dog,Black/White,18.0,Dallas
258436a42737,54773f82b3ece3,12/26/2014,Transfer,Partner,Dog,White/Black,48.0,Houston
8fcdbc2b4a29,aee2ea21e281fb,03/22/2017,Adoption,,Dog,Brown/Black,25.0,Fort Worth
e0eecb445b30,92ca0910a40715,09/06/2013,Adoption,,Dog,Black/White,39.0,San Antonio
ef7417111e11,a902384d3a1f33,11/09/2016,Return to Owner,,Dog,Brown/Black,37.0,Fort Worth
e3b4e37fcfce,0725ed13041ecc,02/27/2019,Adoption,,Cat,Orange Tabby/White,6.0,Dallas
dca5c3a411c0,412b81da1a0fd4,05/24/2015,Transfer,Partner,Cat,Calico,5.0,Houston
3a47cb0ead8e,99b92a555f01ca,08/08/2011,Transfer,Partner,Dog,Tan/White,17.0,Austin
a8001d75fe67,ab82a633b20b7e,11/25/2018,Transfer,Partner,Dog,Chocolate/White,12.0,Dallas
9fcffa95e14b,366555bdec222f,08/28/2020,Adoption,Foster,Cat,Lilac Point,4.0,Dallas
19e8e1b07cd2,a1d60a07ef60f6,08/17/2020,Adoption,Foster,Cat,Black/White,6.0,Houston
2d7d23cc93fb,46ec365b213bb2,09/04/2017,Transfer,Partner,Cat,Brown Tabby/White,10.0,San Antonio
5a582929e61d,1c156a74c1aefd,08/02/2017,Adoption,Foster,Cat,Brown Tabby/White,2.0,Austin
265594221b0c,acaf394babe204,05/06/2008,Return to Owner,,Dog,Black,33.0,Fort Worth
8db964e2ff6b,536c8cc9d31d23,05/09/2014,Transfer,Partner,Cat,Orange Tabby,6.0,San Antonio
44aa94735b22,22cc737184c110,05/12/2019,Adoption,,Dog,Brown/White,30.0,Houston
b24a1d036914,b59eb05da3e51b,03/31/2017,Adoption,,Cat,Tortie,4.0,San Antonio
dded910cdbd1,5f3c0f8ddd0aad,03/24/2015,Adoption,,Cat,Blue/White,9.0,Dallas
e299fa1c1d17,ba277494396388,07/10/2017,Adoption,,Cat,Blue,7.0,Houston
04a2c0d516c0,80c48c158c6c1f,08/10/2018,Return to Owner,,Dog,Brown/White,8.0,Houston
660bb3665abf,c817bb7f80cd6f,09/29/2013,Transfer,Partner,Dog,Orange/Tan,4.0,Houston
96a85ef3b20b,74e4a176652efe,05/10/2018,Adoption,,Cat,Blue,5.0,Houston
90438b66ff09,dac91ce150f34e,10/23/2017,Transfer,Partner,Dog,Brown/White,34.0,Fort Worth
341af30bfe65,273eea3e48b4ae,03/23/2008,Adoption,Foster,Dog,Brown,41.0,Houston
7ecfedad83ae,642fd641c9209e,04/16/2018,Euthanasia,Suffering,Cat,Brown Tabby,2.0,Houston
2cd3e7878ed4,0c360ba26fe429,04/23/2015,Transfer,Partner,Dog,Chocolate,31.0,Fort Worth
cd2db326b84c,f9e5ee089a8abe,08/09/2020,Adoption,Foster,Cat,Orange Tabby,6.0,Fort Worth
5ea5d165e05e,dd78e4ef870210,03/17/2011,Transfer,Partner,Dog,Brown/White,48.0,San Antonio
805e3e88b70b,459e839ae0aec1,07/07/2009,Adoption,Foster,Dog,Brown/White,47.0,Houston
c06a21f0ef83,a99bfa6e3d28c4,01/11/2020,Return to Owner,Field,Dog,Brown Brindle/Black,28.0,Houston
e37a2a7adf9f,15c9a3fd9ea28e,08/13/2018,Transfer,Partner,Dog,Black,13.0,San Antonio
9c620fff3481,8dda745cf10e6b,09/14/2009,Transfer,Partner,Dog,White,33.0,Houston
c18953ecc564,c052f7b237f83b,09/13/2012,Return to Owner,,Dog,Blue/White,15.0,Houston
5cad3bf0e5ae,9f3ea218cc8f34,03/13/2013,Adoption,,Dog,White/Brown Brindle,40.0,Austin
1ff88d879acf,24f5263b4f780b,04/23/2014,Transfer,Partner,Dog,Brown Brindle,26.0,Austin
1f8230f5bc22,550b26c31b5ab1,01/15/2012,Adoption,,Dog,Red/Tan,47.0,Houston
0f5567684c07,6e779bd0cdbc9b,07/28/2016,Adoption,,Cat,Black,7.0,Fort Worth
c17869f6dca5,aec67331729ff1,01/21/2014,Transfer,Partner,Dog,Black/White,28.0,Fort Worth
20c6fda07a85,5de8ac49653dd9,09/18/2016,Adoption,,Cat,Brown Tabby,8.0,San Antonio
410896d58685,2b4b5cba437bb8,08/19/2019,Adoption,,Dog,Black/Brown,49.0,Dallas
a4a1015b3038,7174658298c572,06/13/2018,Adoption,,Dog,Tan/Black,7.0,Dallas
ded0df29b304,6abb6024a98948,05/23/2019,Transfer,Partner,Cat,Gray,9.0,San Antonio
c48b39554b0b,d09f3d69ab6eec,10/24/2011,Transfer,Partner,Dog,Tan/Tan,21.0,Houston
e464e5476422,52c75a4c97b24c,08/28/2017,Transfer,Partner,Cat,Black,3.0,San Antonio
b0bcb6f7e878,cea032e685d3ab,01/02/2013,Adoption,,Dog,Brown/White,17.0,Houston
3b4711606a89,f1ef8cb5b003c4,03/12/2012,Return to Owner,,Dog,Blue/White,17.0,Austin
2e5de70e968d,fab9756e1ffb89,09/27/2012,Transfer,Partner,Dog,White/Brown,8.0,Austin
34752329dc6b,11b58e2edc7bbb,02/28/2015,Transfer,Partner,Dog,Brown/Black,3.0,San Antonio
e7d58b131e64,269c57c4ae71ca,03/22/2018,Euthanasia,Suffering,Cat,Blue Tabby/White,8.0,San Antonio
cff9caa300f7,a4196a4a44a399,02/19/2016,Transfer,Partner,Dog,White,27.0,Austin
f3b9debf2171,d111bfd143d71f,12/04/2011,Transfer,SCRP,Cat,Cream,4.0,Austin
4bf0810358d5,4bfc09c7793cd3,01/01/2021,Transfer,Partner,Dog,Black/Brown,38.0,Houston
cdbf96d7c761,7b4a9662454fbf,10/12/2017,Adoption,,Dog,Yellow/White,42.0,San Antonio
a494eb80ffb1,a0275cf3c8e3b6,09/26/2014,Euthanasia,Suffering,Cat,Black/White,2.0,Houston
4c713092a4a8,2987f6cba5eadf,11/11/2006,Adoption,,Dog,Tan/White,42.0,Austin
3f68fbeb558a,b4e495bb901882,05/02/2019,Adoption,Foster,Cat,Brown Tabby/White,4.0,Austin
284833e93d57,7bb1b163ec7e58,11/19/2009,Adoption,,Dog,Brown/Black,7.0,Austin
49d43bd4cee3,8a39b93db601d9,07/15/2013,Transfer,Partner,Dog,Tan,8.0,Austin
96dec99f3536,b8526d54e6eeec,04/13/2015,Transfer,SCRP,Cat,Orange Tabby,9.0,Dallas
bdeafbd5ef3c,9da56875cef652,05/16/2017,Adoption,,Cat,Seal Point/White,2.0,San Antonio
873c49c426bf,9ff0599f9f9995,05/05/2015,Adoption,,Cat,Blue Tabby/White,3.0,Houston
ecae13028194,bb07debce7dcbe,11/19/2003,Return to Owner,,Dog,Brown/Tan,34.0,Houston
479279b17370,8dd8937ede5340,04/09/2017,Adoption,,Cat,Black/White,5.0,Dallas
15179d0f25aa,c75c7654e62471,06/04/2016,Transfer,Partner,Dog,Black/White,32.0,San Antonio
f8c7f9e3c14e,e64bd9a99dfc58,01/27/2011,Transfer,Partner,Dog,White/Tan,35.0,Houston
e77b782eb451,0f64a416d6c739,10/14/2013,Transfer,Partner,Dog,Buff/White,36.0,Dallas
f6b83cc3f06f,38605cc79b8632,09/28/2007,Return to Owner,,Dog,Red/White,15.0,Houston
1e68d4d2bb13,c1578e3c94978e,12/02/2015,Adoption,,Cat,Brown Tabby/Black,5.0,Dallas
69f7222c728e,37c560d60575fb,07/08/2018,Adoption,,Cat,Seal Point,6.0,Austin
2c017e90087c,f791c1a5781fec,01/12/2019,Adoption,,Dog,Brown/White,31.0,Austin
2da00617592a,6329c584218df9,08/30/2018,Transfer,Partner,Cat,Brown Tabby/White,4.0,Houston
f24fbb69ae8c,b32dddd6076f5d,09/27/2009,Adoption,Foster,Dog,Black/White,20.0,Houston
1ecd692fedf4,5c9058ab8a8f87,03/06/2005,Transfer,Partner,Dog,Gray/White,21.0,Houston
47d91ba743a0,01c676c96437cb,07/24/2019,Adoption,,Cat,Calico,3.0,San Antonio
d8d600e6b480,346010a6161f47,10/02/2017,Adoption,,Dog,White,33.0,Dallas
96f784ad5540,89cd656efbd238,03/16/2013,Adoption,,Cat,Brown Tabby/White,10.0,San Antonio
6fd95255ca1b,227a8edc81f4de,06/02/2012,Return to Owner,,Dog,Buff,34.0,Austin
95ef697e4ace,eb1149857fe14e,02/03/2017,Transfer,Partner,Dog,White/Buff,44.0,Houston
6c9e24303c8f,83a8f28ca776a5,04/26/2004,Euthanasia,Suffering,Dog,Black/White,46.0,San Antonio
28cc480e7ba7,bbbdc606ca92d7,06/18/2017,Euthanasia,Suffering,Cat,Brown Tabby,9.0,Dallas
5c278963189f,6f68d021cb477f,06/16/2009,Adoption,,Cat,Brown Tabby/White,8.0,Fort Worth
a2fd18a41f69,205078ec735b01,05/11/2009,Return to Owner,,Dog,Brown/White,20.0,Austin
9b38a52cf684,ce9c7c37e5839b,08/22/2019,Adoption,,Dog,Yellow,29.0,Austin
427353fdb5d1,2162138f588027,10/05/2013,Transfer,Partner,Dog,Brown/White,10.0,Dallas
a1e97e03c902,50b9e3eea34a5f,11/06/2016,Transfer,Partner,Dog,Tan,32.0,Houston
98aa983ffae2,dd32f6a6d8ae35,10/20/2004,Return to Owner,,Dog,White/Gray,3.0,San Antonio
e0311fb71b82,9beec1d671fc84,08/01/2013,Adoption,,Cat,Brown Tabby,5.0,Houston
9ba508c2335a,c09af17214832b,04/26/2018,Adoption,Foster,Cat,Brown Tabby,2.0,Austin
fe0939560d6e,eabd8aaaeeaad0,12/14/2017,Return to Owner,,Dog,Black/Tan,17.0,San Antonio
6604cc748c0d,cd88c91bf95d83,10/16/2013,Adoption,,Dog,Chocolate/White,16.0,Austin
bddf8b1e6023,e66250b6845c68,03/23/2015,Adoption,,Cat,Brown Tabby/White,2.0,San Antonio
0d12692e34c9,2737d4129b9317,10/01/2018,Adoption,,Cat,Brown Tabby,3.0,Austin
8e07e4eb502e,b2faf3cd795994,05/09/2018,Euthanasia,Suffering,Cat,Gray/White,8.0,Austin
5ef1c04b121d,8ef03a3d65aee7,07/24/2016,Adoption,,Dog,White/Tan,6.0,Austin
b6f72bfd4f3b,e370b3eeb08dc1,10/28/2015,Transfer,SCRP,Cat,Brown Tabby/White,4.0,Fort Worth
d97fd7706eaa,a5628c28b2374c,11/07/2016,Adoption,,Dog,Black/White,18.0,Austin
bf0342a3d5de,131a003ef550ed,12/04/2014,Return to Owner,,Dog,Brown/White,23.0,Austin
49cc909b0934,b4dfa9441a5583,04/21/2014,Adoption,,Dog,Tricolor,43.0,San Antonio
9d792a74df24,e43789bb35a204,03/11/2019,Transfer,Partner,Cat,White/Black,5.0,Austin
886b9497cc0c,f347667d23631a,08/30/2011,Transfer,Partner,Cat,Brown Tabby/White,8.0,Houston
11afbee8655c,c8db04599d7e74,06/01/2014,Return to Owner,,Dog,Black Brindle/White,42.0,Dallas
4105f432fd2f,a299d9e69e7213,11/05/2014,Adoption,,Dog,Chocolate/White,37.0,Austin
d9bf69f245ad,971bd2b9a41f34,01/09/2015,Transfer,Partner,Dog,Brown/White,26.0,Austin
2643139c15da,d53b6cab190d87,05/19/2015,Transfer,SCRP,Cat,Lynx Point,3.0,Houston
88bf9fb64d29,afbebedfc06388,10/19/2018,Adoption,,Dog,Tan/White,44.0,Houston
3d919a2727fe,3064bd542e9350,02/01/2012,Return to Owner,,Dog,Chocolate/White,24.0,Austin
1f9681a08f2e,775a519c4dc32d,01/08/2015,Adoption,,Dog,Brown/White,37.0,Fort Worth
bdaffc5038a8,11d01a838e178b,02/02/2007,Transfer,Partner,Dog,White/Black,19.0,Fort Worth
1f23853b3733,939765c1e727d7,12/07/2018,Adoption,,Dog,Tan,28.0,Dallas
e1e0037f2602,0c26439bab6f00,11/13/2011,Transfer,SCRP,Cat,Orange Tabby,4.0,Dallas
6af11d8c98fa,a31c7a5c250a40,11/07/2011,Adoption,,Dog,Brown Brindle/White,25.0,Austin
